condition,search_location_city,base_price,local_pick_up,free_shipping,price,title,listing_type_id,accepts_mercadopago,international_delivery_mode,sold_quantity,available_quantity,buying_mode,automatic_relist,condition,dia_start,mes_start,año_start,dia_stop,mes_stop
new,San Isidro,100000.0,False,False,100000.0,Filtro De Pileta Mavi Rt 60,bronze,True,none,0,1,buy_it_now,False,new,14,10,2015,13,12
used,Capital Federal,480.0,True,False,480.0,Funda Samsung S6  Ringke® Fusion Anti Impactos Original,bronze,True,none,0,1,buy_it_now,False,used,30,9,2015,29,11
new,Morón,950.0,True,False,950.0,Mini Domo Cctv 700tvl Apto Intemperie,free,True,none,0,1,buy_it_now,False,new,19,8,2015,18,10
used,Capital Federal,140.0,True,False,140.0,Gómez De La Serna Ramón / Trampantojos / 1 Era Edición 1947,bronze,True,none,0,1,buy_it_now,False,used,6,10,2015,5,12
used,Capital Federal,55.0,True,False,55.0,"Pericle´s Funeral Oration, Ed. The Hellenic Parliament",bronze,True,none,0,1,buy_it_now,False,used,7,10,2015,6,12
used,Capital Federal,75.0,True,False,75.0,David Jimenez - Poesia Y Canon,bronze,True,none,0,1,buy_it_now,False,used,18,9,2015,17,11
used,Capital Federal,100.0,True,False,100.0,Bolivia Construcciones   Bruno Morales,bronze,True,none,0,1,buy_it_now,False,used,26,8,2015,25,10
new,Capital Federal,590.0,True,False,590.0,Chomba Puma Azul Estampada Y Bordada  Bmw Motorsport,bronze,True,none,2,4,buy_it_now,False,new,29,8,2015,28,10
used,Capital Federal,165.0,False,False,165.0,Ballets Sovietiques Galina Oulanova - Ballet Ruso En Francés,bronze,True,none,0,1,buy_it_now,False,used,18,8,2015,17,10
new,Capital Federal,199.0,True,False,199.0,En Medio De Spinoza. Gilles Deleuze,bronze,True,none,1,1,buy_it_now,False,new,17,9,2015,16,11
new,Avellaneda,90.0,True,False,90.0,Tortas / Cupcakes / Mesa Dulce / Eventos,silver,True,none,0,5,buy_it_now,False,new,25,9,2015,24,11
new,Tigre,2550.0,True,False,2550.0,Arbol De Levas Chevrolet Corsa 1.6 8 Val Con Balancin,bronze,True,none,0,1,buy_it_now,False,new,5,9,2015,4,11
new,Capital Federal,650.0,True,False,650.0,L O L - League Of Legends - Graves,bronze,True,none,0,1,buy_it_now,False,new,11,10,2015,10,12
used,San Isidro,100.0,True,False,100.0,76 Reunion Nacional De Fisica,bronze,True,none,0,1,buy_it_now,False,used,2,9,2015,1,11
new,Capital Federal,428.0,True,False,428.0,Pir Detector Sensor De Movimiento Inalambrico Zuden Alarma,silver,True,none,18,2,buy_it_now,False,new,31,8,2015,30,10
used,Capital Federal,130.0,True,False,130.0,La Psicopatología En El Arte - José Ingenieros - 1957 -,free,True,none,0,1,buy_it_now,False,used,6,9,2015,5,11
used,Capital Federal,40.0,True,False,40.0,Vademecum De Bolsillo./ Dr. C. Vallory.,bronze,True,none,0,1,buy_it_now,False,used,28,9,2015,27,11
used,Avellaneda,2200.0,True,False,2200.0,Telecaster Field,bronze,True,none,0,1,buy_it_now,False,used,26,8,2015,25,10
used,San Miguel de Tucumán,5000.0,False,False,5000.0,Vendo Lumia 1020 Para Personal,free,True,none,0,1,buy_it_now,False,used,21,9,2015,20,11
used,Capital Federal,40.0,True,False,40.0,Amor Sin Barreras - Corín Tellado,free,True,none,0,1,buy_it_now,False,used,4,9,2015,3,11
new,Capital Federal,3999.0,True,True,3999.0,Auricular Reloop Rhp-30,bronze,True,none,0,1,buy_it_now,False,new,12,9,2015,11,11
new,Capital Federal,25.0,False,False,25.0,Java - Domine El Lenguaje Líder En Aplicaciones Cliente-serv,bronze,True,none,0,100,buy_it_now,False,new,9,10,2015,8,12
used,Capital Federal,90.0,True,False,90.0,"Historias Del Himmerland, Por Johannes Jensen",bronze,True,none,0,1,buy_it_now,False,used,23,9,2015,22,11
used,Capital Federal,80.0,False,False,80.0,Notas Sobre El Barroco Juan Jacobo Bajarlía,bronze,True,none,0,1,buy_it_now,False,used,25,8,2015,24,10
used,Bragado,46.59,False,False,46.59,Revista Grafico 2153 Deportivo Español Italiano Campeones,bronze,True,none,0,1,buy_it_now,False,used,23,9,2015,22,11
new,Capital Federal,1320.0,True,False,1320.0,Chevrolet Astra 98- 4 Puertas Faro Trasero Alteza Negro Aks,bronze,True,none,0,2,buy_it_now,False,new,8,10,2015,7,12
new,Capital Federal,69.0,True,False,69.0,Pinzas  Sujeta Tela Grandes,silver,True,none,83,1,buy_it_now,False,new,9,10,2015,8,12
used,Florencio Varela,230.0,True,False,230.0,Camioneta Aca. Marca Galgo. Escala 1/43.,bronze,True,none,0,1,buy_it_now,False,used,5,9,2015,4,11
used,Capital Federal,120.0,True,False,120.0,Marx Engels Sobre El Sistema Colonial Del Capitalismo,free,True,none,0,1,buy_it_now,False,used,9,10,2015,8,12
new,Capital Federal,89.0,True,False,89.0,Natura~ Hidratantes Corporales Línea Tododia,bronze,True,none,1,1,buy_it_now,False,new,17,9,2015,17,11
used,Capital Federal,600.0,True,False,600.0,"Revista El Grafico - Año 1929 - Nº 529 - Bologna, Boca",free,True,none,0,1,buy_it_now,False,used,14,9,2015,13,11
new,Capital Federal,490.0,False,False,490.0,Test De Myers-briggs (mbti) -envio Gratis-!!!!,bronze,True,none,0,55,buy_it_now,False,new,13,9,2015,12,11
used,Capital Federal,233000.0,False,False,233000.0,Peugeot 408 2013 Nuevo 1.6 Hdi Allure Plus Impecable !!!,silver,False,none,0,1,classified,False,used,17,9,2015,14,11
new,General San Martín,483.0,False,False,483.0,Reposera De Madera Lona De Eucaliptus / Lona Jardin Exterior,gold,True,none,3,1,buy_it_now,False,new,23,9,2015,22,11
new,Capital Federal,170.0,True,False,170.0,Pensamiento Lateral Manual De Creatividad,bronze,True,none,0,1,buy_it_now,False,new,24,8,2015,23,10
used,Capital Federal,300.0,False,False,300.0,La Letra Gerard Blanchard Del Diseño,free,True,none,0,1,buy_it_now,False,used,28,9,2015,27,11
new,La Matanza,402.27,False,True,402.27,Ex Los De Dubberley Emily,bronze,True,none,0,1,buy_it_now,False,new,20,9,2015,19,11
new,Capital Federal,7200.0,False,False,7200.0,"Florida Al 600, Entre Viamonte Y Tucuman",silver,False,none,0,1,classified,False,new,25,9,2015,3,11
used,Morón,99.9,False,False,99.9,Caja De Musica Calesita Para Restaurar,bronze,True,none,0,1,buy_it_now,False,used,8,10,2015,7,12
new,Capital Federal,30.0,False,False,30.0,Libro Digital Confianza Total Veronica De Andres,bronze,True,none,0,999,buy_it_now,False,new,11,10,2015,10,12
new,,200.0,True,False,200.0,Puerto De Usb 10 Entradas Nuevo,bronze,True,none,0,1,buy_it_now,False,new,21,9,2015,20,11
used,Capital Federal,120.0,True,False,120.0,Indagaciones Sobre Literatura Argentina - Arturo C. Ocampo,bronze,True,none,0,1,buy_it_now,False,used,21,9,2015,20,11
used,Quilmes,400.0,True,False,400.0,Manillar Pro Frs 31.8x685mm,bronze,True,none,0,1,buy_it_now,False,used,10,10,2015,9,12
new,Morón,870.0,True,True,870.0,Núcleo Purificador Pura H2o Envío Gratis Tienda Oficial,gold_special,True,none,34,266,buy_it_now,True,new,10,9,2015,9,11
used,Capital Federal,650.0,False,False,650.0,Miko Mission Lp Vinilo Gapul (how Old Are You)dialogomusical,free,True,none,1,1,buy_it_now,False,used,12,10,2015,11,12
used,,500.0,True,False,500.0,Perritos De Porcelana 6 Unidades,free,True,none,0,1,buy_it_now,False,used,30,9,2015,29,11
new,Capital Federal,19900.0,True,False,19900.0,Aire Acondicionado Split Bgh 4500 Frio Calor Gems,bronze,True,none,0,5,buy_it_now,False,new,18,9,2015,17,11
new,Lomas de Zamora,17.0,True,False,17.0,Pelotas De Goma De Excelente Calidad $ 17,bronze,True,none,0,500,buy_it_now,False,new,22,8,2015,21,10
new,Ituzaingó,189.0,False,False,189.0,77 Partituras Digitales Elvis Presley Piano Importadas!!!!,silver,True,none,2,1,buy_it_now,False,new,3,10,2015,2,12
new,Capital Federal,70.0,True,False,70.0,Drone Syma X5 - X5c - X5c-1 Tapa De Luces X 2,bronze,True,none,3,6,buy_it_now,False,new,25,9,2015,24,11
new,Capital Federal,2164.9,True,False,2164.9,Casio Xw-h1/2/3,bronze,True,none,0,100,buy_it_now,False,new,5,10,2015,4,12
used,San Rafael,100.0,True,False,100.0,"Hans Kruppa - El Libro Mágico. Ediciones Obelisco, 2001.",bronze,True,none,0,1,buy_it_now,False,used,12,9,2015,11,11
new,San Isidro,140.0,True,False,140.0,Auriculares Sony,bronze,True,none,0,1,buy_it_now,False,new,14,10,2015,13,12
used,,1650.0,True,False,1650.0,Campera De Gamuza De Mujer,bronze,True,none,0,1,buy_it_now,False,used,2,9,2015,1,11
used,,50.0,True,False,50.0,Antiguo Traba Corbata Dorado Con Funda,bronze,True,none,0,1,buy_it_now,False,used,20,9,2015,19,11
used,Capital Federal,60.0,True,False,60.0,Libro La Casa De La Calle Arcos. Anamora Morawetz,free,True,none,0,1,buy_it_now,False,used,14,9,2015,13,11
used,Morón,60.0,True,False,60.0,Eduardo Baliari: Los Monumentos. Almario De Buenos Aires,bronze,True,none,0,1,buy_it_now,False,used,8,10,2015,7,12
new,La Matanza,270.0,False,False,270.0,Promos Día De La Madre Y Día Del Maestro  Fragancias Natura,bronze,True,none,0,1,buy_it_now,False,new,6,9,2015,5,11
new,Capital Federal,29.9,True,False,29.9,Intención Criminal - Robin Cook,bronze,True,none,0,10,buy_it_now,False,new,17,9,2015,16,11
used,,4700.0,True,False,4700.0,* Antigua Biblioteca Inglesa En Roble Macizo Estantes Repisa,free,True,none,0,1,buy_it_now,False,used,15,10,2015,14,12
used,San Andrés de Giles,230.0,True,False,230.0,Sifón Antiguo Cabeza De Plomo Con Protector De Aluminio,bronze,True,none,0,1,buy_it_now,False,used,22,9,2015,21,11
used,Capital Federal,90.0,True,False,90.0,Chiribin Ida Reboli Ed La Obra 1962 Escolar Poesia Infantil,free,True,none,0,1,buy_it_now,False,used,21,8,2015,20,10
used,Capital Federal,690.0,True,False,690.0,"Mochila,porta Bebe,comodisima!!chicco Soporta Hasta 15kg!!",bronze,True,none,0,1,buy_it_now,False,used,26,8,2015,25,10
new,Córdoba,35.0,False,False,35.0,Individuales Mpresos Personalizados Lona Bahum,free,True,none,0,1,buy_it_now,False,new,19,8,2015,18,10
new,Capital Federal,200.0,True,False,200.0,Claire Keegan - Recorre Los Campos Azules - Eterna Cadencia,bronze,True,none,0,1,buy_it_now,False,new,18,9,2015,17,11
used,Capital Federal,90.0,True,False,90.0,Emilio Prados - Río Natural - Losada 1957 - Primera Edición,bronze,True,none,0,1,buy_it_now,False,used,7,10,2015,6,12
new,Capital Federal,29.99,False,False,29.99,Libro Digital Gol 22! Exámen Sobre El Césped Luigi Garlando,bronze,True,none,0,10,buy_it_now,False,new,12,10,2015,11,12
new,Capital Federal,50.0,True,False,50.0,Revista Club Nintendo Año 10 Número 10 Nintendo Gamecube,bronze,True,none,0,1,buy_it_now,False,new,7,9,2015,6,11
new,Vicente López,610.0,True,False,610.0,Stretch Pintura Lata De Litro + 1 Lts De Diluy - Noplastidip,gold_premium,True,none,14,3,buy_it_now,True,new,11,10,2015,10,12
used,Capital Federal,160.0,True,False,160.0,Museo Del Prado Guia En Español A Color Alicia Quintana,free,True,none,0,1,buy_it_now,False,used,17,9,2015,16,11
new,Capital Federal,10199.0,True,False,10199.0,"Notebook Lenovo G580 Dual Core 2,3 Ghz 8gb 500gb Usb3.0 Hdmi",gold,True,none,28,979,buy_it_now,True,new,28,9,2015,27,11
used,Capital Federal,50.0,True,False,50.0,Recuerdos De Provincia. Domingo F Sarmiento,free,True,none,0,1,buy_it_now,False,used,12,10,2015,11,12
new,Capital Federal,150.0,True,False,150.0,"Balines Gamo Mod. Roquet  4,5mm 0,60grs. X 150 Unidades De",bronze,True,none,0,6,buy_it_now,False,new,14,9,2015,13,11
new,Morón,2499.0,True,False,2499.0,Jaula Transportadora Kennel 500 (80x100x70) Reforzada.envios,gold,True,none,0,1,buy_it_now,True,new,5,10,2015,4,12
new,Morón,5239.0,True,False,5239.0,Freezer Gafa S120 Eternity 115 Lts. Blanco Dual. Nuevo,bronze,True,none,0,2,buy_it_now,False,new,18,9,2015,17,11
new,Capital Federal,3968.72,True,False,3968.72,Nextel Iden I856 I856w Nuevo En Caja Cerrada Completo Full,bronze,True,none,0,2,buy_it_now,False,new,22,8,2015,21,10
used,Capital Federal,600.0,True,False,600.0,Aldeas Th5 Y Th6 Clash Of Clans,free,True,none,0,1,buy_it_now,False,used,3,10,2015,2,12
used,Capital Federal,50.0,True,False,50.0,Adp Safo De Lesbos Arthur Weigall / Ed. Schapire 1954 Bs. As,bronze,True,none,0,1,buy_it_now,False,used,17,9,2015,16,11
new,La Matanza,715.0,True,False,715.0,Espiral/ Resortes One Std Dodge Ram 09 Delantero,bronze,True,none,0,100,buy_it_now,False,new,3,10,2015,2,12
new,Capital Federal,2635.0,True,False,2635.0,15% Desc / Oferta / Plaqueta Cónsul Cwr600 Y Más / Combo X5,bronze,True,none,0,50,buy_it_now,False,new,25,9,2015,24,11
new,Capital Federal,35.0,False,False,35.0,Batman: Battle For The Cowl # 2 - Daniel - Florea - Inglés,bronze,True,none,0,1,buy_it_now,False,new,22,9,2015,21,11
used,Lanús,3600.0,False,False,3600.0,Muy Antiguo Y Enorme Rpm De Barco,bronze,True,none,0,1,buy_it_now,False,used,29,9,2015,28,11
new,Capital Federal,589.0,True,False,589.0,Fiat 1400b Hp58 R166  Brumm Oro 1/43 X Unica Vez,bronze,True,none,0,1,buy_it_now,False,new,2,10,2015,1,12
used,Capital Federal,50.0,True,False,50.0,Lote Revistas Madhouse 89 Y 100,free,True,none,0,1,buy_it_now,False,used,27,9,2015,26,11
new,,200.0,True,False,200.0,Strapless Y Culotteless En Oferta!!!,bronze,True,none,0,1,buy_it_now,False,new,21,9,2015,20,11
new,Capital Federal,670.0,True,False,670.0,"Reloj Casio Deportivo, Mrw 200hb. Oferta..",bronze,True,none,0,1,buy_it_now,False,new,15,10,2015,14,12
new,Capital Federal,119.99,True,False,119.99,Body/trikini De Red Erótico/sexy!! Super Sensual! Divino!!,bronze,True,none,5,1,buy_it_now,False,new,25,9,2015,24,11
new,Capital Federal,231.0,True,False,231.0,Comodin Apòsito Incontinencia Grande X 140 Unidades,bronze,True,none,4,994,buy_it_now,False,new,10,9,2015,9,11
new,Esteban Echeverría,850.0,False,False,850.0,"Metales De Biela De Citroen, Berlingo, Peugeot 405 M1.9 Std",bronze,True,none,0,1,buy_it_now,False,new,7,9,2015,6,11
new,Tigre,990.0,False,False,990.0,Llanta Trasera Scooter Todos,silver,True,none,2,1,buy_it_now,False,new,20,8,2015,19,10
used,Tigre,11700.0,True,False,11700.0,Roland Handsonic Hpd 15,bronze,True,none,0,1,buy_it_now,False,used,14,9,2015,13,11
new,Morón,80.0,True,False,80.0,Cartucheras Tubo De Fútbol Local ... Nuevas !!,bronze,True,none,0,6,buy_it_now,False,new,6,9,2015,5,11
new,Capital Federal,32.99,True,False,32.99,"Rito De Iniciación - Panshin, Alexei",bronze,True,none,0,15,buy_it_now,False,new,10,10,2015,9,12
new,Capital Federal,180.0,True,False,180.0,Bateria Lg Mg200 Original En Bilster Para Mg 200,bronze,True,none,3,5,buy_it_now,False,new,7,9,2015,6,11
new,Capital Federal,150.0,True,False,150.0,Mapas De Sufafrica Uganda Kenya Tanzania Bostwan Namibi 2014,bronze,True,none,0,997,buy_it_now,False,new,7,10,2015,6,12
used,Capital Federal,21000.0,True,False,21000.0,Equipo Odontologico Sbz Año 2003 ,free,True,none,0,1,buy_it_now,False,used,14,9,2015,13,11
used,La Plata,49.0,True,False,49.0,Valvula Lampara Tube Toshiba 12by7a Con Caja En La Plata,bronze,True,none,0,1,buy_it_now,False,used,23,9,2015,22,11
used,Capital Federal,1050.0,True,False,1050.0,"Monitor Acer 17   , Como Nuevo, Funciona Perfecto.",free,True,none,0,1,buy_it_now,False,used,20,8,2015,19,10
used,Moreno,90.0,True,False,90.0,Cajones - Techos - Pisos - Muy Buen Estado Y Calidad,free,True,none,0,50,buy_it_now,False,used,20,8,2015,19,10
new,Capital Federal,999.99,False,False,999.99,"Ray Ban Aviator 001/51, Todos Los Calibres",bronze,True,none,1,2,buy_it_now,False,new,22,8,2015,21,10
new,Capital Federal,89.0,True,False,89.0,Lapicera Bolígrafo Paco 1498 Microcentro,bronze,True,none,0,1,buy_it_now,False,new,30,8,2015,29,10
new,La Matanza,114.0,True,False,114.0,Luis Pescetti / Que Publico De Porqueria,bronze,True,none,0,1,buy_it_now,False,new,13,10,2015,12,12
new,Capital Federal,500.0,True,False,500.0,Perfumes Importados,bronze,True,none,0,1,buy_it_now,False,new,25,9,2015,24,11
new,Capital Federal,2399.99,True,False,2399.99,Impresora Epson Xp-211 Multifuncion Wifi Copia Scanea Xp211,gold_premium,True,none,17,6,buy_it_now,False,new,8,7,2015,3,11
new,Caseros,31.0,True,False,31.0,Llaveros Super Originales Con Luz Ideal Souvenir,gold,True,none,0,50,buy_it_now,False,new,13,10,2015,12,12
new,Capital Federal,2520.0,True,False,2520.0,Cochecito Paraguitas Rm 159 Infanti Bari Aluminio 180°,silver,True,none,23,1,buy_it_now,False,new,1,10,2015,30,11
new,,705.0,True,True,705.0,Mallas Bikinis Marcela Koury 2 Unidades+ Envio Gratis,bronze,True,none,0,80,buy_it_now,False,new,26,9,2015,25,11
new,Capital Federal,300.0,True,False,300.0,Juego Didáctico Primera Infancia Set De Regalo Duravit,free,True,none,0,1,buy_it_now,False,new,1,10,2015,30,11
new,Capital Federal,159.99,True,False,159.99,Linterna Tactica Led Cree 600 Lumens Recargable Cargador L3,gold,True,none,259,13,buy_it_now,False,new,16,9,2015,15,11
new,Capital Federal,200.0,True,False,200.0,Jurassic Park Figura Accion Billy Brennan Y Pteranodon # 3,bronze,True,none,1,1,buy_it_now,False,new,18,9,2015,17,11
new,Capital Federal,1750.0,True,False,1750.0,Vanitory Laqueado Wengue/negro,bronze,True,none,0,1,buy_it_now,False,new,16,9,2015,15,11
used,Lomas de Zamora,300.0,True,False,300.0,Antiguo Plato De Balanza Bianchi Legitimo. 32 Cm De Diametro,free,True,none,1,1,buy_it_now,False,used,2,10,2015,1,12
used,Escobar,10000.0,False,False,10000.0,Microscopio,free,True,none,0,1,buy_it_now,False,used,3,9,2015,2,11
used,La Matanza,50.0,True,False,50.0,Placa De Red,bronze,True,none,0,1,buy_it_now,False,used,7,10,2015,6,12
used,Vicente López,99.0,True,False,99.0,Lote De Libros En Ingles,bronze,True,none,0,1,buy_it_now,False,used,6,10,2015,5,12
used,Rosario,90.0,True,False,90.0,Lamina Original Antigua Para Enmarcar-santiago De Liniers,bronze,True,none,0,1,buy_it_now,False,used,5,10,2015,4,12
new,Capital Federal,9000.96,True,False,9000.96,Ups 2000va Dx Online Tw Eaton-edx2000h 03,bronze,True,none,0,3,buy_it_now,False,new,1,10,2015,30,11
new,Capital Federal,72.0,True,False,72.0,Vodka Smirnoff 700ml  Berlin Bebidas,silver,True,none,23,27,buy_it_now,False,new,25,9,2015,24,11
used,San Isidro,290.0,True,False,290.0,Picadora Kenwood,free,True,none,0,1,buy_it_now,False,used,6,10,2015,5,12
new,Capital Federal,3950.0,False,False,3950.0,Juego  Comedor  4 Sillas New Forte + Mesa Vidrio Redonda 1m,silver,True,none,7,1,buy_it_now,False,new,7,9,2015,6,11
new,Capital Federal,199.99,True,True,199.99,Funda Ecocuero Samsung Galaxy Tab 3 8 T310 Gira +film+lapiz,silver,True,none,9,14,buy_it_now,False,new,25,8,2015,24,10
used,Capital Federal,250.0,False,False,250.0,Radiocine Alejandro Dolina Impecable Con 2 Cd Planeta,free,True,none,0,1,buy_it_now,False,used,17,9,2015,16,11
new,Capital Federal,35.0,True,False,35.0,Funda Calcetín Para Celular,bronze,True,none,0,5,buy_it_now,False,new,5,9,2015,4,11
new,Capital Federal,1750.0,True,False,1750.0,Gimnasio Fisher Price - Piano Juegos Y Musica - Oferta! Rosa,silver,True,none,5,1,buy_it_now,False,new,18,9,2015,17,11
used,Capital Federal,30.0,False,False,30.0,El Médico A Palos-las Preciosas Ridículas / Moliere,bronze,True,none,0,2,buy_it_now,False,used,29,9,2015,28,11
new,Cañuelas,290.0,True,False,290.0,Juego De Toalla Y Toallon Zafiro  Gigante ,free,True,none,0,1,buy_it_now,False,new,7,9,2015,6,11
new,Moreno,1880.0,True,False,1880.0,Kit De Plasticos Gilera Futura 110 Franco Motos Moreno,bronze,True,none,6,1,buy_it_now,False,new,9,10,2015,8,12
used,Capital Federal,120.0,True,False,120.0,Matemática 5 Conocer Santillana,bronze,True,none,0,1,buy_it_now,False,used,18,9,2015,17,11
new,Capital Federal,3844.0,True,True,3844.0,Kit X2 Amortiguador Del Monroe Volkswagen Passat 91 1.8,gold_special,True,none,0,2,buy_it_now,True,new,17,9,2015,16,11
used,,385000.0,False,False,385000.0,Toyota Hilux Srv Modelo 2012,gold,False,none,0,1,classified,False,used,7,10,2015,30,10
new,Capital Federal,3890.0,True,False,3890.0,Tauro Myth Cloth Ex Bandai,bronze,True,none,0,2,buy_it_now,False,new,15,10,2015,14,12
used,Lanús,50.0,False,False,50.0,Ko Mundial 498 Tapa Celedonio Lima,bronze,True,none,0,1,buy_it_now,False,used,25,8,2015,24,10
new,San Isidro,50.0,False,False,50.0,Steve Jobs. Walter Isaacson. Libro Digital. Epub Mobi Pdf,bronze,True,none,0,10,buy_it_now,False,new,2,9,2015,1,11
used,Morón,600.0,True,False,600.0,Bolsa De Boxeo Grande + Guantes + Cadena Para Soporte,free,True,none,0,1,buy_it_now,False,used,29,8,2015,28,10
new,Capital Federal,80.0,True,False,80.0,*** Lole ** Che Guevara Cuba $ 3 Sin Circular ***,bronze,True,none,0,1,buy_it_now,False,new,6,10,2015,5,12
used,Lanús,219.0,True,False,219.0,Fax Toshiba Facsimile 3750 C/ 2 Rollos De Regalo,bronze,True,none,0,1,buy_it_now,False,used,16,9,2015,15,11
new,Capital Federal,119.99,True,False,119.99,Lampara Led H7 18 Leds Grandes - Sti Motos,silver,True,none,21,3,buy_it_now,False,new,23,8,2015,22,10
used,Capital Federal,500.0,True,False,500.0,Zapatillas Dc Usadas Numero 39,free,True,none,0,1,buy_it_now,False,used,18,9,2015,17,11
new,Capital Federal,999.0,True,False,999.0,Botin Futsal Joma Cuero Top Flex Adulto Original De Fabrica,silver,True,none,2,1,buy_it_now,False,new,19,8,2015,18,10
used,Capital Federal,50.0,True,False,50.0,Paco Aguilar: A Orillas De La Música.,bronze,True,none,0,1,buy_it_now,False,used,7,9,2015,6,11
new,Capital Federal,210.0,True,False,210.0,Pantalón Oxford En Modal - Diseño Independiente,bronze,True,none,0,2,buy_it_now,False,new,16,9,2015,15,11
used,San Fernando,80.0,True,False,80.0,Michael Bolton Timeless The Classigs   Cd,bronze,True,none,0,1,buy_it_now,False,used,26,8,2015,25,10
new,Capital Federal,269.0,True,False,269.0,Licor Baileys Dulce D Leche X 750 Ml / Retira En Congreso,bronze,True,none,0,1,buy_it_now,False,new,2,9,2015,1,11
used,Capital Federal,50.0,True,False,50.0,Cuentos De Terror 1,free,True,none,0,1,buy_it_now,False,used,21,9,2015,20,11
used,Capital Federal,200.0,True,False,200.0,Elige Tu Propia Aventura Nº 32 Problemas En El Planeta Tierr,free,True,none,0,1,buy_it_now,False,used,8,10,2015,7,12
used,Vicente López,300.0,True,False,300.0,Puerta De Madera Enchapada,free,True,none,0,1,buy_it_now,False,used,2,10,2015,1,12
new,Morón,170.0,True,False,170.0,Pack X3 Lampara Bajo Consumo Espiral 23w Ge Oferta (haedo),bronze,True,none,0,2,buy_it_now,False,new,21,9,2015,20,11
used,Capital Federal,400.0,True,False,400.0,Simon And Garfunkel  Collected Works  3 Cds,bronze,True,none,0,1,buy_it_now,False,used,25,9,2015,24,11
new,Capital Federal,450.0,True,False,450.0,Sillas Rojas Ochentosas En Caño Y Cuero Impeclables!!!,bronze,True,none,0,1,buy_it_now,False,new,21,9,2015,20,11
